H703,a,H703_0013_090Es,,,a,50%,,,,,,,,,,,,,,0.01,10
H703,a,H703_0203_081_RE_e8A5s,,,a,50%,,,,,,,,,,,,,,10,0.005
H703,a,H703_0217_050e_2A3,,,a,50%,,,,,,,,,,,,,,0.005,10
H703,a,H703_0279_110s,,,a,50%,,,,,,,,,,,,,,6.08,0.02
H703,a,H703_0472_030s,,,a,50%,,,,,,,,,,,,,,0.34,10
H703,a,H703_0537_011s_2B5,,,a,50%,,,,,,,,,,,,,,0.02,0.005
H703,a,H703_0537_011s_4H1,,,a,50%,,,,,,,,,,,,,,0.07,0.005
H703,a,H703_0566_160s,,,a,50%,,,,,,,,,,,,,,10,0.005
H703,a,H703_0629_150_RE_e5A2s,,,a,50%,,,,,,,,,,,,,,0.13,0.05
H703,a,H703_0646_051sN,,,a,50%,,,,,,,,,,,,,,0.005,9.29
H703,a,H703_0739_110s,,,a,50%,,,,,,,,,,,,,,0.03,0.01
H703,a,H703_0842_200Es,,,a,50%,,,,,,,,,,,,,,0.02,0.005
H703,a,H703_0865_070s,,,a,50%,,,,,,,,,,,,,,10,0.01
H703,a,H703_0926_070s_2H2,,,a,50%,,,,,,,,,,,,,,0.70,0.005
H703,a,H703_1060_080s,,,a,50%,,,,,,,,,,,,,,10,0.24
H703,a,H703_1104_100_Re10A5s,,,a,50%,,,,,,,,,,,,,,0.77,1.40
H703,a,H703_1104_100_Re10GS,,,a,50%,,,,,,,,,,,,,,0.17,0.62
H703,a,H703_1313_040s,,,a,50%,,,,,,,,,,,,,,0.005,0.005
H703,a,H703_1471_190s,,,a,50%,,,,,,,,,,,,,,0.00,0.005
H703,a,H703_1675_080s,,,a,50%,,,,,,,,,,,,,,0.005,0.005
H703,a,H703_1675_G613s,,,a,50%,,,,,,,,,,,,,,0.01,0.005
H703,a,H703_1750_140Es,,,a,50%,,,,,,,,,,,,,,10,0.005
H703,a,H703_1764_250_RE_cs,,,a,50%,,,,,,,,,,,,,,10,0.005
H703,a,H703_1789_230_RE_e3A3s,,,a,50%,,,,,,,,,,,,,,10,0.06
H703,a,H703_1848_190_RE_e6D1s,,,a,50%,,,,,,,,,,,,,,4.08,10
H703,a,H703_1889_100Es,,,a,50%,,,,,,,,,,,,,,0.005,0.005
H703,a,H703_2018_240_RE_e6A1s,,,a,50%,,,,,,,,,,,,,,0.005,0.005
H703,a,H703_2117_110_RE_e2A10s,,,a,50%,,,,,,,,,,,,,,0.005,10
H703,a,H703_2149_060_RE_eB10s,,,a,50%,,,,,,,,,,,,,,0.005,0.005
H703,a,H703_2304_150_RE_cs,,,a,50%,,,,,,,,,,,,,,0.01,0.005
H703,a,H703_2539_070_RE_e6F6s,,,a,50%,,,,,,,,,,,,,,10,0.02
H703,a,H703_2631_150_RE_e2F8s,,,a,50%,,,,,,,,,,,,,,0.005,10
H703,a,H703_2788_030Es_B1,,,a,50%,,,,,,,,,,,,,,10,0.38
H703,a,H703_2805_080Es,,,a,50%,,,,,,,,,,,,,,5.95,10
V703,a,V703_0203_081_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,10,0.005
V703,a,V703_0217_050_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,0.01,10
V703,a,V703_0279_110_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,10,0.04
V703,a,V703_0537_110_RE_pblib003_s,,,a,50%,,,,,,,,,,,,,,0.14,0.005
V703,a,V703_0566_160_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,10,0.005
V703,a,V703_0629_150_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,0.21,0.06
V703,a,V703_0629_150_RE_pblib003_s,,,a,50%,,,,,,,,,,,,,,0.20,0.13
V703,a,V703_0629_150_RE_pblib004_s,,,a,50%,,,,,,,,,,,,,,0.09,0.22
V703,a,V703_1104_100_RE_pblib001_s,,,a,50%,,,,,,,,,,,,,,0.57,0.80
V703,a,V703_1298_080_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,0.07,10
V703,a,V703_1848_190_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,0.04,2.35
V703,a,V703_1915_250_RE_sgaA3_s,,,a,50%,,,,,,,,,,,,,,1.77,0.005
V703,a,V703_2805_080_RE_pblib002_s,,,a,50%,,,,,,,,,,,,,,10,10
H703,a,H703_0013_090Es,,,a,80%,,,,,,,,,,,,,,0.03,10
H703,a,H703_0203_081_RE_e8A5s,,,a,80%,,,,,,,,,,,,,,10,0.01
H703,a,H703_0217_050e_2A3,,,a,80%,,,,,,,,,,,,,,0.02,10
H703,a,H703_0279_110s,,,a,80%,,,,,,,,,,,,,,10,0.07
H703,a,H703_0472_030s,,,a,80%,,,,,,,,,,,,,,10,10
H703,a,H703_0537_011s_2B5,,,a,80%,,,,,,,,,,,,,,0.09,0.005
H703,a,H703_0537_011s_4H1,,,a,80%,,,,,,,,,,,,,,0.28,0.005
H703,a,H703_0566_160s,,,a,80%,,,,,,,,,,,,,,10,0.005
H703,a,H703_0629_150_RE_e5A2s,,,a,80%,,,,,,,,,,,,,,2.47,0.15
H703,a,H703_0646_051sN,,,a,80%,,,,,,,,,,,,,,0.04,10
H703,a,H703_0739_110s,,,a,80%,,,,,,,,,,,,,,0.24,0.05
H703,a,H703_0842_200Es,,,a,80%,,,,,,,,,,,,,,0.11,0.02
H703,a,H703_0865_070s,,,a,80%,,,,,,,,,,,,,,10,0.06
H703,a,H703_0926_070s_2H2,,,a,80%,,,,,,,,,,,,,,3.20,0.005
H703,a,H703_1060_080s,,,a,80%,,,,,,,,,,,,,,10,3.32
H703,a,H703_1104_100_Re10A5s,,,a,80%,,,,,,,,,,,,,,2.53,3.27
H703,a,H703_1104_100_Re10GS,,,a,80%,,,,,,,,,,,,,,0.67,2.77
H703,a,H703_1313_040s,,,a,80%,,,,,,,,,,,,,,0.005,0.01
H703,a,H703_1471_190s,,,a,80%,,,,,,,,,,,,,,0.03,0.01
H703,a,H703_1675_080s,,,a,80%,,,,,,,,,,,,,,0.02,0.01
H703,a,H703_1675_G613s,,,a,80%,,,,,,,,,,,,,,0.02,0.02
H703,a,H703_1750_140Es,,,a,80%,,,,,,,,,,,,,,10,0.005
H703,a,H703_1764_250_RE_cs,,,a,80%,,,,,,,,,,,,,,10,0.01
H703,a,H703_1789_230_RE_e3A3s,,,a,80%,,,,,,,,,,,,,,10,0.20
H703,a,H703_1848_190_RE_e6D1s,,,a,80%,,,,,,,,,,,,,,9.18,10
H703,a,H703_1889_100Es,,,a,80%,,,,,,,,,,,,,,0.01,0.005
H703,a,H703_2018_240_RE_e6A1s,,,a,80%,,,,,,,,,,,,,,0.01,0.005
H703,a,H703_2117_110_RE_e2A10s,,,a,80%,,,,,,,,,,,,,,0.005,10
H703,a,H703_2149_060_RE_eB10s,,,a,80%,,,,,,,,,,,,,,0.01,0.02
H703,a,H703_2304_150_RE_cs,,,a,80%,,,,,,,,,,,,,,0.48,0.005
H703,a,H703_2539_070_RE_e6F6s,,,a,80%,,,,,,,,,,,,,,10,10
H703,a,H703_2631_150_RE_e2F8s,,,a,80%,,,,,,,,,,,,,,0.005,10
H703,a,H703_2788_030Es_B1,,,a,80%,,,,,,,,,,,,,,10,0.73
H703,a,H703_2805_080Es,,,a,80%,,,,,,,,,,,,,,10,10
V703,a,V703_0203_081_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,10,0.01
V703,a,V703_0217_050_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,0.01,10
V703,a,V703_0279_110_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,10,0.11
V703,a,V703_0537_110_RE_pblib003_s,,,a,80%,,,,,,,,,,,,,,0.63,0.01
V703,a,V703_0566_160_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,10,0.01
V703,a,V703_0629_150_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,10,0.43
V703,a,V703_0629_150_RE_pblib003_s,,,a,80%,,,,,,,,,,,,,,10,0.50
V703,a,V703_0629_150_RE_pblib004_s,,,a,80%,,,,,,,,,,,,,,0.33,1.04
V703,a,V703_1104_100_RE_pblib001_s,,,a,80%,,,,,,,,,,,,,,2.24,2.76
V703,a,V703_1298_080_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,0.34,10
V703,a,V703_1848_190_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,0.27,10
V703,a,V703_1915_250_RE_sgaA3_s,,,a,80%,,,,,,,,,,,,,,10,0.01
V703,a,V703_2805_080_RE_pblib002_s,,,a,80%,,,,,,,,,,,,,,10,10
H704,aa,H704_0726_080sN,AMP12,LD30-34; SM02-13; TP02-131,a,50%,,,,,,,,,,,,0.466,,,
H704,aa,H704_1535_030sN,AMP14,LD30-35; SM02-14; TP02-132,a,50%,,,,,,,,,,,,0.018,,,
H704,aa,H704_0911_150sN,AMP16,LD30-36; SM02-15; TP02-133,a,50%,,,,,,,,,,,,1.525,,,
H704,aa,H704_0907_130sN,AMP18,SM02-16; TP02-134,a,50%,,,,,,,,,,,,0.019,,,
H704,aa,H704_1429_090_eN1A,AMP28,LH19-04; SM02-17; TP02-135,a,50%,,,,,,,,,,,,0.078,,,
H704,aa,H704_1429_090_eN2G,AMP30,LH19-05; SM02-18; TP02-136,a,50%,,,,,,,,,,,,0.122,,,
H704,aa,H704_0496_040sN,AMP41,LH19-07; SM02-19; TP02-137,a,50%,,,,,,,,,,,,0.601,,,
H704,aa,H704_2788_060eN_12,AMP46,LH19-09; SM02-20; TP02-138,a,50%,,,,,,,,,,,,0.284,,,
H704,aa,H704_2767_070sN,AMP58,OW01-39; SM02-21; TP02-139,a,50%,,,,,,,,,,,,0.068,,,
H704,aa,H704_2788_060eN_04,AMP68,LH19-143; SM02-22; TP02-140,a,50%,,,,,,,,,,,,0.277,,,
H704,aa,H704_1706_050sN,AMP72; AMP285,LH19-144; SM02-23; TP02-141,a,50%,,,,,,,,,,,,0.058,,,
H704,aa,H704_0644_060sN_prelimSeq,AMP105,OW01-53; SM02-24; TP02-142; TP02-204,a,50%,,,,,,,,,,,,0.279,,,
H704,aa,H704_0847_030_EsN_02C,AMP88,OW01-55; SM02-25; TP02-143; TP02-205,a,50%,,,,,,,,,,,,0.161,,,
H704,aa,H704_1775_030cN_SynGtoA_567,AMP93,LH19-145; SM02-26; TP02-144,a,50%,,,,,,,,,,,,0.031,,,
H704,aa,H704_2544_140eN02,AMP95,OW01-58; SM02-27; TP02-145,a,50%,,,,,,,,,,,,0.494,,,
H704,aa,H704_0847_030_EsN_01T,AMP102,OW01-59; SM02-28; TP02-146,a,50%,,,,,,,,,,,,0.053,,,
H704,aa,H704_0855_080_EsN,AMP98,OW01-60; SM02-29; TP02-147,a,50%,,,,,,,,,,,,0.002,,,
H704,aa,H704_0575_060_EsN1A,AMP114,OW01-64; SM02-30; TP02-148,a,50%,,,,,,,,,,,,0.652,,,
H704,aa,H704_0575_060_EsN2T,AMP116,OW01-65; SM02-31; TP02-149,a,50%,,,,,,,,,,,,0.771,,,
H704,aa,H704_2544_140eN01,AMP118,OW01-66; SM02-32; TP02-150,a,50%,,,,,,,,,,,,0.136,,,
H704,aa,H704_3008_040EsN,AMP124,LH19-24; TP02-151,a,50%,,,,,,,,,,,,0.025,,,
H704,aa,H704_0513_150_eN02C,AMP139,LH19-32; TP02-152,a,50%,,,,,,,,,,,,0.387,,,
H704,aa,H704_0513_150_eN01T,AMP143,LH19-36; TP02-153,a,50%,,,,,,,,,,,,0.329,,,
H704,aa,H704_1183_220EsN,AMP148,KL-01-58; TP02-154,a,50%,,,,,,,,,,,,0.038,,,
H704,aa,H704_1180_070EsN,AMP150,KL-01-60; TP02-155; TP02-206,a,50%,,,,,,,,,,,,0.013,,,
H704,aa,H704_2541_080EsN,AMP164,LH19-163; TP02-156,a,50%,,,,,,,,,,,,0.025,,,
H704,aa,H704_2448_240_RE_cs,AMP166,KL-01-64; TP02-157,a,50%,,,,,,,,,,,,0.01,,,
H704,aa,H704_1783_150_RE_cs,AMP167,KL-01-65; TP02-158; TP02-207,a,50%,,,,,,,,,,,,0.009,,,
H704,aa,H704_2095_130_RE_cs,AMP173,LH19-64; TP02-159,a,50%,,,,,,,,,,,,0.031,,,
H704,aa,H704_0944_180_RE_cs,AMP175,LH19-38; TP02-160,a,50%,,,,,,,,,,,,0.007,,,
H704,aa,H704_2839_140_RE_cs,AMP171,LH19-39; TP02-161,a,50%,,,,,,,,,,,,0.346,,,
H704,aa,H704_1109_140_RE_cs,AMP179,LH19-42; TP02-162,a,50%,,,,,,,,,,,,2.455,,,
H704,aa,H704_0575_060_RE_p002s,AMP181,LH19-44; TP02-163,a,50%,,,,,,,,,,,,0.615,,,
H704,aa,H704_0746_760_RE_p001s,AMP182,LH19-57; TP02-169,a,50%,,,,,,,,,,,,0.122,,,
H704,aa,H704_0746_760_RE_p002s,AMP183,LH19-58; TP02-170,a,50%,,,,,,,,,,,,0.15,,,
H704,aa,H704_0746_760_RE_p003s,AMP184,LH19-59; TP02-171,a,50%,,,,,,,,,,,,0.189,,,
H704,aa,H704_1835_150_RE_p001s_2484A,AMP192,LH19-68; TP02-172,a,50%,,,,,,,,,,,,0.041,,,
H704,aa,H704_1835_150_RE_p002s_2484A,AMP193,LH19-69; TP02-173,a,50%,,,,,,,,,,,,0.078,,,
H704,aa,H704_1991_230_RE_p001s_1194T,AMP194,LH19-70; TP02-174,a,50%,,,,,,,,,,,,0.171,,,
H704,aa,H704_1991_230_RE_p002s_1194T,AMP195,LH19-71; TP02-175; TP02-209,a,50%,,,,,,,,,,,,0.14,,,
H704,aa,H704_2065_060_RE_p001s,AMP196; AMP310,LH19-72; TP02-212,a,50%,,,,,,,,,,,,0.028,,,
H704,aa,H704_2065_060_RE_p002s,AMP197,LH19-73; TP02-176,a,50%,,,,,,,,,,,,0.037,,,
H704,aa,H704_2541_080_RE_p001s,AMP201,LH19-77; TP02-177,a,50%,,,,,,,,,,,,0.033,,,
H704,aa,H704_2684_181_RE_p001s,AMP205,LH19-91; TP02-178,a,50%,,,,,,,,,,,,0.014,,,
H704,aa,H704_2981_150_RE_p001s_2559A,AMP206,LH19-92; TP02-179,a,50%,,,,,,,,,,,,0.942,,,
H704,aa,H704_2981_150_RE_p002s_2559A,AMP207,LH19-93; TP02-180,a,50%,,,,,,,,,,,,0.304,,,
H704,aa,H704_2544_150_RE_p001s,AMP208,LH19-94; TP02-181,a,50%,,,,,,,,,,,,0.18,,,
H704,aa,H704_1930_170_RE_c01s_1523A,AMP212,LH19-98; TP02-182,a,50%,,,,,,,,,,,,0.013,,,
H704,aa,H704_1930_170_RE_c02s_1523G,AMP213,LH19-99; TP02-183,a,50%,,,,,,,,,,,,0.023,,,
H704,aa,H704_0445_180_RE_con_s,AMP218,OW01-137; TP02-184; TP02-210,a,50%,,,,,,,,,,,,0.021,,,
H704,aa,H704_2555_240_RE_con_s_vpuG,AMP222,OW01-139; TP02-185,a,50%,,,,,,,,,,,,0.033,,,
H704,aa,H704_2834_210_RE_pb001_s,AMP223,OW01-140; TP02-186,a,50%,,,,,,,,,,,,0.073,,,
H704,aa,H704_2834_210_RE_pb002_s,AMP224,OW01-141; TP02-187,a,50%,,,,,,,,,,,,0.088,,,
H704,aa,H704_0128_220_RE_pb001_s,AMP228,LH19-166; TP02-188; TP02-211,a,50%,,,,,,,,,,,,0.011,,,
H704,aa,H704_0856_240_RE_pb001_s,AMP229,OW01-146; TP02-189,a,50%,,,,,,,,,,,,0.055,,,
H704,aa,H704_0886_250_RE_p001s,AMP237,LH19-167; TP02-190,a,50%,,,,,,,,,,,,0.099,,,
H704,aa,H704_2541_080_RE_p003s,AMP243,LH19-168; TP02-191,a,50%,,,,,,,,,,,,0.018,,,
H704,aa,H704_0026_231_RE_pbsga001_s,AMP245,LH19-169; TP02-192,a,50%,,,,,,,,,,,,0.088,,,
H704,aa,H704_0513_150_RE_pblib003_s,AMP247,KL-01-113; TP02-193,a,50%,,,,,,,,,,,,0.354,,,
H704,aa,H704_1180_070_RE_pblib027_s,AMP251,KL-01-117; TP02-194,a,50%,,,,,,,,,,,,0.009,,,
H704,aa,H704_1528_240_RE_pblib_001_s,AMP253,KL-01-119; TP02-195,a,50%,,,,,,,,,,,,0.114,,,
H704,aa,H704_2684_181_RE_pblib006_s,AMP258,KL-01-123; TP02-196,a,50%,,,,,,,,,,,,0.012,,,
H704,aa,H704_2981_150_RE_pblib003_s,AMP262,LH19-113; TP02-197,a,50%,,,,,,,,,,,,0.178,,,
H704,aa,H704_2981_150_RE_pblib005_s,AMP263,LH19-114; TP02-198,a,50%,,,,,,,,,,,,0.102,,,
H704,aa,H704_3000_240_RE_pbsga002_s,AMP264,LH19-115; TP02-199,a,50%,,,,,,,,,,,,0.562,,,
V704,aa,V704_0372_250_RE_pblib001_s,AMP268,LH19-123; TP02-200,a,50%,,,,,,,,,,,,0.062,,,
H704,aa,H704_3000_240_RE_pbsga001_s,AMP277,LH19-132; TP02-201,a,50%,,,,,,,,,,,,0.392,,,
V704,aa,V704_0372_250_RE_pblib002_s,AMP278,CW06-140,a,50%,,,,,,,,,,,,,,,
V704,aa,V704_0128_220_RE_pblib002_s,AMP281,LH19-136; TP02-202,a,50%,,,,,,,,,,,,0.034,,,
H704,aa,H704_0726_080sN,AMP12,LD30-34; SM02-13; TP02-131,a,80%,,,,,,,,,,,,1.177,,,
H704,aa,H704_1535_030sN,AMP14,LD30-35; SM02-14; TP02-132,a,80%,,,,,,,,,,,,0.054,,,
H704,aa,H704_0911_150sN,AMP16,LD30-36; SM02-15; TP02-133,a,80%,,,,,,,,,,,,3.313,,,
H704,aa,H704_0907_130sN,AMP18,SM02-16; TP02-134,a,80%,,,,,,,,,,,,0.053,,,
H704,aa,H704_1429_090_eN1A,AMP28,LH19-04; SM02-17; TP02-135,a,80%,,,,,,,,,,,,0.212,,,
H704,aa,H704_1429_090_eN2G,AMP30,LH19-05; SM02-18; TP02-136,a,80%,,,,,,,,,,,,0.318,,,
H704,aa,H704_0496_040sN,AMP41,LH19-07; SM02-19; TP02-137,a,80%,,,,,,,,,,,,2.091,,,
H704,aa,H704_2788_060eN_12,AMP46,LH19-09; SM02-20; TP02-138,a,80%,,,,,,,,,,,,0.735,,,
H704,aa,H704_2767_070sN,AMP58,OW01-39; SM02-21; TP02-139,a,80%,,,,,,,,,,,,0.184,,,
H704,aa,H704_2788_060eN_04,AMP68,LH19-143; SM02-22; TP02-140,a,80%,,,,,,,,,,,,0.714,,,
H704,aa,H704_1706_050sN,AMP72; AMP285,LH19-144; SM02-23; TP02-141,a,80%,,,,,,,,,,,,0.161,,,
