H703,a,H703_0013_090Es,,,a,50%,,,,,,,,,,,,,,0.01,10
H704,aa,H704_0644_060sN_prelimSeq,AMP105,OW01-53; SM02-24; TP02-142; TP02-204,a,80%,,,,,,,,,,,,0.816,,,
H704,aa,H704_0847_030_EsN_02C,AMP88,OW01-55; SM02-25; TP02-143; TP02-205,a,80%,,,,,,,,,,,,0.397,,,
H704,aa,H704_1775_030cN_SynGtoA_567,AMP93,LH19-145; SM02-26; TP02-144,a,80%,,,,,,,,,,,,0.073,,,
H704,aa,H704_2544_140eN02,AMP95,OW01-58; SM02-27; TP02-145,a,80%,,,,,,,,,,,,1.339,,,
H704,aa,H704_0847_030_EsN_01T,AMP102,OW01-59; SM02-28; TP02-146,a,80%,,,,,,,,,,,,0.269,,,
H704,aa,H704_0855_080_EsN,AMP98,OW01-60; SM02-29; TP02-147,a,80%,,,,,,,,,,,,0.01,,,
H704,aa,H704_0575_060_EsN1A,AMP114,OW01-64; SM02-30; TP02-148,a,80%,,,,,,,,,,,,2.289,,,
H704,aa,H704_0575_060_EsN2T,AMP116,OW01-65; SM02-31; TP02-149,a,80%,,,,,,,,,,,,2.44,,,
H704,aa,H704_2544_140eN01,AMP118,OW01-66; SM02-32; TP02-150,a,80%,,,,,,,,,,,,0.346,,,
H704,aa,H704_3008_040EsN,AMP124,LH19-24; TP02-151,a,80%,,,,,,,,,,,,0.092,,,
H704,aa,H704_0513_150_eN02C,AMP139,LH19-32; TP02-152,a,80%,,,,,,,,,,,,1.007,,,
H704,aa,H704_0513_150_eN01T,AMP143,LH19-36; TP02-153,a,80%,,,,,,,,,,,,0.892,,,
H704,aa,H704_1183_220EsN,AMP148,KL-01-58; TP02-154,a,80%,,,,,,,,,,,,0.086,,,
H704,aa,H704_1180_070EsN,AMP150,KL-01-60; TP02-155; TP02-206,a,80%,,,,,,,,,,,,0.031,,,
H704,aa,H704_2541_080EsN,AMP164,LH19-163; TP02-156,a,80%,,,,,,,,,,,,0.071,,,
H704,aa,H704_2448_240_RE_cs,AMP166,KL-01-64; TP02-157,a,80%,,,,,,,,,,,,0.03,,,
H704,aa,H704_1783_150_RE_cs,AMP167,KL-01-65; TP02-158; TP02-207,a,80%,,,,,,,,,,,,0.027,,,
H704,aa,H704_2095_130_RE_cs,AMP173,LH19-64; TP02-159,a,80%,,,,,,,,,,,,0.084,,,
H704,aa,H704_0944_180_RE_cs,AMP175,LH19-38; TP02-160,a,80%,,,,,,,,,,,,0.021,,,
H704,aa,H704_2839_140_RE_cs,AMP171,LH19-39; TP02-161,a,80%,,,,,,,,,,,,0.731,,,
H704,aa,H704_1109_140_RE_cs,AMP179,LH19-42; TP02-162,a,80%,,,,,,,,,,,,6.788,,,
H704,aa,H704_0575_060_RE_p002s,AMP181,LH19-44; TP02-163,a,80%,,,,,,,,,,,,2.171,,,
H704,aa,H704_0746_760_RE_p001s,AMP182,LH19-57; TP02-169,a,80%,,,,,,,,,,,,0.442,,,
H704,aa,H704_0746_760_RE_p002s,AMP183,LH19-58; TP02-170,a,80%,,,,,,,,,,,,0.502,,,
H704,aa,H704_0746_760_RE_p003s,AMP184,LH19-59; TP02-171,a,80%,,,,,,,,,,,,0.868,,,
H704,aa,H704_1835_150_RE_p001s_2484A,AMP192,LH19-68; TP02-172,a,80%,,,,,,,,,,,,0.187,,,
H704,aa,H704_1835_150_RE_p002s_2484A,AMP193,LH19-69; TP02-173,a,80%,,,,,,,,,,,,0.179,,,
H704,aa,H704_1991_230_RE_p001s_1194T,AMP194,LH19-70; TP02-174,a,80%,,,,,,,,,,,,0.606,,,
H704,aa,H704_1991_230_RE_p002s_1194T,AMP195,LH19-71; TP02-175; TP02-209,a,80%,,,,,,,,,,,,0.523,,,
H704,aa,H704_2065_060_RE_p001s,AMP196; AMP310,LH19-72; TP02-212,a,80%,,,,,,,,,,,,0.076,,,
H704,aa,H704_2065_060_RE_p002s,AMP197,LH19-73; TP02-176,a,80%,,,,,,,,,,,,0.121,,,
H704,aa,H704_2541_080_RE_p001s,AMP201,LH19-77; TP02-177,a,80%,,,,,,,,,,,,0.088,,,
H704,aa,H704_2684_181_RE_p001s,AMP205,LH19-91; TP02-178,a,80%,,,,,,,,,,,,0.044,,,
H704,aa,H704_2981_150_RE_p001s_2559A,AMP206,LH19-92; TP02-179,a,80%,,,,,,,,,,,,3.159,,,
H704,aa,H704_2981_150_RE_p002s_2559A,AMP207,LH19-93; TP02-180,a,80%,,,,,,,,,,,,0.649,,,
H704,aa,H704_2544_150_RE_p001s,AMP208,LH19-94; TP02-181,a,80%,,,,,,,,,,,,0.687,,,
H704,aa,H704_1930_170_RE_c01s_1523A,AMP212,LH19-98; TP02-182,a,80%,,,,,,,,,,,,0.04,,,
H704,aa,H704_1930_170_RE_c02s_1523G,AMP213,LH19-99; TP02-183,a,80%,,,,,,,,,,,,0.079,,,
H704,aa,H704_0445_180_RE_con_s,AMP218,OW01-137; TP02-184; TP02-210,a,80%,,,,,,,,,,,,0.09,,,
H704,aa,H704_2555_240_RE_con_s_vpuG,AMP222,OW01-139; TP02-185,a,80%,,,,,,,,,,,,0.087,,,
H704,aa,H704_2834_210_RE_pb001_s,AMP223,OW01-140; TP02-186,a,80%,,,,,,,,,,,,0.211,,,
H704,aa,H704_2834_210_RE_pb002_s,AMP224,OW01-141; TP02-187,a,80%,,,,,,,,,,,,0.3,,,
H704,aa,H704_0128_220_RE_pb001_s,AMP228,LH19-166; TP02-188; TP02-211,a,80%,,,,,,,,,,,,0.032,,,
H704,aa,H704_0856_240_RE_pb001_s,AMP229,OW01-146; TP02-189,a,80%,,,,,,,,,,,,0.164,,,
H704,aa,H704_0886_250_RE_p001s,AMP237,LH19-167; TP02-190,a,80%,,,,,,,,,,,,0.354,,,
H704,aa,H704_2541_080_RE_p003s,AMP243,LH19-168; TP02-191,a,80%,,,,,,,,,,,,0.05,,,
H704,aa,H704_0026_231_RE_pbsga001_s,AMP245,LH19-169; TP02-192,a,80%,,,,,,,,,,,,0.321,,,
H704,aa,H704_0513_150_RE_pblib003_s,AMP247,KL-01-113; TP02-193,a,80%,,,,,,,,,,,,0.732,,,
H704,aa,H704_1180_070_RE_pblib027_s,AMP251,KL-01-117; TP02-194,a,80%,,,,,,,,,,,,0.026,,,
H704,aa,H704_1528_240_RE_pblib_001_s,AMP253,KL-01-119; TP02-195,a,80%,,,,,,,,,,,,0.114,,,
H704,aa,H704_2684_181_RE_pblib006_s,AMP258,KL-01-123; TP02-196,a,80%,,,,,,,,,,,,0.043,,,
H704,aa,H704_2981_150_RE_pblib003_s,AMP262,LH19-113; TP02-197,a,80%,,,,,,,,,,,,0.497,,,
H704,aa,H704_2981_150_RE_pblib005_s,AMP263,LH19-114; TP02-198,a,80%,,,,,,,,,,,,0.288,,,
H704,aa,H704_3000_240_RE_pbsga002_s,AMP264,LH19-115; TP02-199,a,80%,,,,,,,,,,,,1.597,,,
V704,aa,V704_0372_250_RE_pblib001_s,AMP268,LH19-123; TP02-200,a,80%,,,,,,,,,,,,0.284,,,
H704,aa,H704_3000_240_RE_pbsga001_s,AMP277,LH19-132; TP02-201,a,80%,,,,,,,,,,,,1.724,,,
V704,aa,V704_0372_250_RE_pblib002_s,AMP278,CW06-140,a,80%,,,,,,,,,,,,,,,
V704,aa,V704_0128_220_RE_pblib002_s,AMP281,LH19-136; TP02-202,a,80%,,,,,,,,,,,,0.12,,,
H703,a,H703_0013_090Es,,,a,50%,,,,,10,10,,,10,10,10.0,0.49,0.52,,
H703,a,H703_0203_081_RE_e8A5s,,,a,50%,,,,,10,7.6,,,10,10,10.0,1.23,0.38,,
H703,a,H703_0217_050e_2A3,,,a,50%,,,,,0.01,0.29,,,0.0247,2.21,0.0253,0.04,0.008,,
H703,a,H703_0279_110s,,,a,50%,,,,,10,5.34,,,10,10,10.0,0.17,0.08,,
H703,a,H703_0472_030s,,,a,50%,,,,,0.028,0.05,,,10,10,5.67,0.005,0.0054,,
H703,a,H703_0537_011s_2B5,,,a,50%,,,,,10,0.04,,,10,10,10.0,0.005,0.007,,
H703,a,H703_0537_011s_4H1,,,a,50%,,,,,10,1.14,,,10,10,10.0,0.005,0.01,,
H703,a,H703_0566_160s,,,a,50%,,,,,0.007,0.48,,,10,10,0.08,0.11,0.04,,
H703,a,H703_0629_150_RE_e5A2s,,,a,50%,,,,,0.0032,0.2,,,10,10,0.16,0.03,0.09,,
H703,a,H703_0646_051sN,,,a,50%,,,,,0.07,10,,,10,10,0.07,0.63,0.18,,
H703,a,H703_0739_110s,,,a,50%,,,,,10,0.56,,,10,0.09,4.86,0.02,0.025,,
H703,a,H703_0842_200Es,,,a,50%,,,,,0.21,6.36,,,10,10,10.0,1.82,10,,
H703,a,H703_0865_070s,,,a,50%,,,,,10,1.2,,,10,10,10.0,0.09,0.09,,
H703,a,H703_0926_070s_2H2,,,a,50%,,,,,10,2.34,,,10,10,10.0,0.76,2.02,,
H703,a,H703_1060_080s,,,a,50%,,,,,0.05,1.17,,,10,10,10.0,0.28,0.09,,
H703,a,H703_1104_100_Re10A5s,,,a,50%,,,,,10,10,,,10,0.15,10.0,1.69,0.33,,
H703,a,H703_1104_100_Re10GS,,,a,50%,,,,,10,10,,,10,0.19,10.0,0.92,0.18,,
H703,a,H703_1313_040s,,,a,50%,,,,,10,10,,,10,10,10.0,0.07,0.046,,
H703,a,H703_1471_190s,,,a,50%,,,,,0.01,0.6,,,0.011,10,10.0,0.02,0.05,,
H703,a,H703_1675_080s,,,a,50%,,,,,10,0.23,,,10,1.49,10.0,0.05,0.0279,,
H703,a,H703_1675_G613s,,,a,50%,,,,,0.59,0.15,,,10,4.47,10.0,0.04,0.02,,
H703,a,H703_1750_140Es,,,a,50%,,,,,0.05,1.35,,,10,10,0.34,0.13,0.11,,
H703,a,H703_1764_250_RE_cs,,,a,50%,,,,,0.18,0.1,,,10,10,10.0,0.06,0.03,,
H703,a,H703_1789_230_RE_e3A3s,,,a,50%,,,,,10,10,,,10,10,10.0,0.55,0.09,,
H703,a,H703_1848_190_RE_e6D1s,,,a,50%,,,,,0.02,0.24,,,10,10,10.0,0.2,0.09,,
H703,a,H703_1889_100Es,,,a,50%,,,,,10,5.78,,,10,10,10.0,0.19,0.09,,
H703,a,H703_2018_240_RE_e6A1s,,,a,50%,,,,,10,6.38,,,10,10,10.0,0.09,0.16,,
H703,a,H703_2117_110_RE_e2A10s,,,a,50%,,,,,10,0.52,,,10,10,0.81,0.06,0.17,,
H703,a,H703_2149_060_RE_eB10s,,,a,50%,,,,,9.17,10,,,10,10,10.0,0.02,0.0324,,
H703,a,H703_2304_150_RE_cs,,,a,50%,,,,,10,0.08,,,10,10,0.03,0.01,0.06,,
H703,a,H703_2539_070_RE_e6F6s,,,a,50%,,,,,4.57,10,,,10,10,10.0,0.27,0.74,,
H703,a,H703_2631_150_RE_e2F8s,,,a,50%,,,,,10,1.02,,,10,10,0.97,0.09,0.02,,
H703,a,H703_2788_030Es_B1,,,a,50%,,,,,1.84,4.9,,,10,10,10.0,4.11,1.56,,
H703,a,H703_2805_080Es,,,a,50%,,,,,0.06,0.24,,,10,10,0.23,0.03,0.027,,
V703,a,V703_0203_081_RE_pblib002_s,,,a,50%,,,,,10,10,,,10,10,10.0,0.91,0.64,,
V703,a,V703_0217_050_RE_pblib002_s,,,a,50%,,,,,0.0029,0.15,,,0.01,0.06,0.02,0.06,0.0018,,
V703,a,V703_0279_110_RE_pblib002_s,,,a,50%,,,,,10,10,,,10,10,10.0,0.14,0.17,,
V703,a,V703_0537_110_RE_pblib003_s,,,a,50%,,,,,10,0.19,,,10,10,10.0,0.005,0.0138,,
V703,a,V703_0566_160_RE_pblib002_s,,,a,50%,,,,,0.2,1.28,,,10,10,0.08,0.17,0.06,,
V703,a,V703_0629_150_RE_pblib002_s,,,a,50%,,,,,0.01,0.34,,,10,10,0.1,0.07,0.08,,
V703,a,V703_0629_150_RE_pblib003_s,,,a,50%,,,,,0.06,1.5,,,10,10,10.0,0.06,0.11,,
V703,a,V703_0629_150_RE_pblib004_s,,,a,50%,,,,,0.01,0.41,,,10,10,1.1,0.08,0.12,,
V703,a,V703_1104_100_RE_pblib001_s,,,a,50%,,,,,10,10,,,10,4.23,10.0,1.41,0.28,,
V703,a,V703_1298_080_RE_pblib002_s,,,a,50%,,,,,0.1,0.16,,,10,10,10.0,0.13,0.15,,
V703,a,V703_1848_190_RE_pblib002_s,,,a,50%,,,,,0.06,0.92,,,10,10,10.0,0.07,0.0517,,
V703,a,V703_1915_250_RE_sgaA3_s,,,a,50%,,,,,0.04,5.6,,,10,10,10.0,0.04,0.0841,,
V703,a,V703_2805_080_RE_pblib002_s,,,a,50%,,,,,10,10,,,10,10,0.84,10,10,,
H703,a,H703_0013_090Es,,,a,80%,,,,,10,10,,,10,10,10.0,1.07,1.93,,
H703,a,H703_0203_081_RE_e8A5s,,,a,80%,,,,,10,10,,,10,10,10.0,5.69,1.91,,
H703,a,H703_0217_050e_2A3,,,a,80%,,,,,0.04,1.16,,,10,10,0.09,0.22,0.08,,
H703,a,H703_0279_110s,,,a,80%,,,,,10,10,,,10,10,10.0,0.51,0.36,,
H703,a,H703_0472_030s,,,a,80%,,,,,0.13,0.18,,,10,10,10.0,0.005,0.0115,,
H703,a,H703_0537_011s_2B5,,,a,80%,,,,,10,0.13,,,10,10,10.0,0.01,0.02,,
H703,a,H703_0537_011s_4H1,,,a,80%,,,,,10,2.63,,,10,10,10.0,0.01,0.06,,
H703,a,H703_0566_160s,,,a,80%,,,,,10,1.33,,,10,10,0.3,0.65,0.2,,
H703,a,H703_0629_150_RE_e5A2s,,,a,80%,,,,,0.02,0.73,,,10,10,10.0,0.08,0.23,,
H703,a,H703_0646_051sN,,,a,80%,,,,,10,10,,,10,10,0.32,3,1.85,,
H703,a,H703_0739_110s,,,a,80%,,,,,10,1.11,,,10,0.25,10.0,0.07,0.1,,
H703,a,H703_0842_200Es,,,a,80%,,,,,10,10,,,10,10,10.0,6.75,10,,
H703,a,H703_0865_070s,,,a,80%,,,,,10,4.15,,,10,10,10.0,4.83,0.39,,
H703,a,H703_0926_070s_2H2,,,a,80%,,,,,10,9.8,,,10,10,10.0,2.36,7.85,,
H703,a,H703_1060_080s,,,a,80%,,,,,10,4.39,,,10,10,10.0,1,0.76,,
H703,a,H703_1104_100_Re10A5s,,,a,80%,,,,,10,10,,,10,10,10.0,4.4,0.93,,
H703,a,H703_1104_100_Re10GS,,,a,80%,,,,,10,10,,,10,10,10.0,3.69,0.63,,
H703,a,H703_1313_040s,,,a,80%,,,,,10,10,,,10,10,10.0,0.24,0.26,,
H703,a,H703_1471_190s,,,a,80%,,,,,0.02,1.89,,,10,10,10.0,0.07,0.15,,
H703,a,H703_1675_080s,,,a,80%,,,,,10,0.7,,,10,10,10.0,0.17,0.11,,
H703,a,H703_1675_G613s,,,a,80%,,,,,4.81,0.55,,,10,10,10.0,0.19,0.09,,
H703,a,H703_1750_140Es,,,a,80%,,,,,0.3,3.32,,,10,10,8.3,0.52,0.69,,
H703,a,H703_1764_250_RE_cs,,,a,80%,,,,,10,0.57,,,10,10,10.0,0.2,0.09,,
H703,a,H703_1789_230_RE_e3A3s,,,a,80%,,,,,10,10,,,10,10,10.0,1.75,0.43,,
H703,a,H703_1848_190_RE_e6D1s,,,a,80%,,,,,0.14,0.92,,,10,10,10.0,0.65,0.36,,
H703,a,H703_1889_100Es,,,a,80%,,,,,10,9.48,,,10,10,10.0,0.9,0.33,,
H703,a,H703_2018_240_RE_e6A1s,,,a,80%,,,,,10,10,,,10,10,10.0,0.31,0.68,,
H703,a,H703_2117_110_RE_e2A10s,,,a,80%,,,,,10,1.33,,,10,10,10.0,0.11,0.37,,
H703,a,H703_2149_060_RE_eB10s,,,a,80%,,,,,10,10,,,10,10,10.0,0.07,0.1,,
H703,a,H703_2304_150_RE_cs,,,a,80%,,,,,10,0.22,,,10,10,0.11,0.04,0.24,,
H703,a,H703_2539_070_RE_e6F6s,,,a,80%,,,,,10,10,,,10,10,10.0,10,10,,
H703,a,H703_2631_150_RE_e2F8s,,,a,80%,,,,,10,2.8,,,10,10,3.9,0.26,0.12,,
H703,a,H703_2788_030Es_B1,,,a,80%,,,,,10,7.8,,,10,10,10.0,7.44,2.55,,
H703,a,H703_2805_080Es,,,a,80%,,,,,0.5,0.85,,,10,10,0.81,0.1,0.1,,
V703,a,V703_0203_081_RE_pblib002_s,,,a,80%,,,,,10,10,,,10,10,10.0,3.27,2.26,,
V703,a,V703_0217_050_RE_pblib002_s,,,a,80%,,,,,0.0162,0.79,,,0.04,10,0.06,0.24,0.01,,
V703,a,V703_0279_110_RE_pblib002_s,,,a,80%,,,,,10,10,,,10,10,10.0,0.35,0.64,,
V703,a,V703_0537_110_RE_pblib003_s,,,a,80%,,,,,10,0.56,,,10,10,10.0,0.01,0.0411,,
V703,a,V703_0566_160_RE_pblib002_s,,,a,80%,,,,,10,3.6,,,10,10,0.27,0.64,0.21,,
V703,a,V703_0629_150_RE_pblib002_s,,,a,80%,,,,,0.04,2.3,,,10,10,0.87,0.28,0.31,,
V703,a,V703_0629_150_RE_pblib003_s,,,a,80%,,,,,0.19,4.66,,,10,10,10.0,0.19,0.29,,
V703,a,V703_0629_150_RE_pblib004_s,,,a,80%,,,,,0.04,1.51,,,10,10,10.0,0.24,0.31,,
V703,a,V703_1104_100_RE_pblib001_s,,,a,80%,,,,,10,10,,,10,10,10.0,4.31,0.85,,
V703,a,V703_1298_080_RE_pblib002_s,,,a,80%,,,,,9.49,0.59,,,10,10,10.0,0.38,0.77,,
V703,a,V703_1848_190_RE_pblib002_s,,,a,80%,,,,,10,3.7,,,10,10,10.0,0.24,0.29,,
V703,a,V703_1915_250_RE_sgaA3_s,,,a,80%,,,,,5.62,10,,,10,10,10.0,0.18,0.28,,
V703,a,V703_2805_080_RE_pblib002_s,,,a,80%,,,,,10,10,,,10,10,9.05,10,10,,
H704,a,H704_0726_080sN,AMP12,SM02-13; TP02-131,a,50%,0.466,0.737,25,25,25,25,5.07,14.176,,,,,,,
H704,a,H704_1535_030sN,AMP14,SM02-14; TP02-132,a,50%,0.018,0.018,0.197,0.391,0.334,0.512,0.108,0.099,,,,,,,
H704,a,H704_0911_150sN,AMP16,SM02-15; TP02-133,a,50%,1.525,1.341,3.99,25,25,25,1.68,6.241,,,,,,,
H704,a,H704_0907_130sN,AMP18,SM02-16; TP02-134,a,50%,0.019,0.021,0.017,0.25,25,0.236,0.411,1.037,,,,,,,
